id;org_nom;org_adresse;code_postal;commune;url;niveau_enfant;titre;activite;public;type_ressource;thematiques;handicap_adapt;duree_txt;perennite;rattachement;thematique_autre;autre_precise;geo;lat;lon;code_postal_num;duree_min;description;long_duration;is_for_kids;is_accessible;date
658;Ateliers Médicis;4 allée Françoise Nguyen;93390;Clichy-sous-Bois;https://www.ateliersmedicis.fr/les-tutos;Primaire|Collège;Les Tutos Ateliers Médicis;Partager ses passions;Enfants;JEUX;ÉDUCATION ARTISTIQUE ET CULTURELLE;SOUS-TITRAGE (ST);Le temps de manger un sandwich pendant une pause déjeuner;Accès gratuit exceptionnel et limité dans le temps;Ministère de la Culture ou opérateur national;;;48.90394,2.55262;48.90394;2.55262;93390;10;Des tutos pour apprendre le beatbox , broder des ombres, écrire un poème rigolo : les artistes Création en cours, en résidence dans les écoles partout en France, proposent aux enfants et à leurs familles des expériences artistiques réalisables à la maison.;false;true;true;2024-01-15
680;Bibliothèque nationale de France (BNF);Quai François Mauriac;75706;Paris;http://classes.bnf.fr/;;BNF Classes;Approfondir ses connaissances;Parents / Éducateurs;RESSOURCES PÉDAGOGIQUES;LITTÉRATURE|SCIENCES HUMAINES|LANGUES;;Le temps d’un week-end;Accès permanent;Ministère de la Culture ou opérateur national;;;48.833194,2.378216;48.833194;2.378216;75706;2880;Le portail Classes.bnf.fr dédié à l’approfondissement des connaissances propose plus de 80 dossiers pédagogiques et des ressources documentaires éditorialisées. Des bancs de la maternelle au bac de français , les sélections éditorialisées de Gallica regroupent de nombreuses ressources pédagogiques gratuites.Les coloriages et albums à colorier de Gallica, classés de manière thématique : abécédaires, animaux, cirque, contes, imagiers, jeux, moyens de transport, paysages, plantes, publicités......;true;false;false;2024-11-16
703;Centre des monuments nationaux;62 Rue Saint-Antoin;75186;Paris;https://www.monuments-nationaux.fr/CultureChezNous;;Sélection #Culturecheznous;Expos, musées;Tous publics;IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES;ARCHÉOLOGIE|MONUMENTS HISTORIQUES|MUSÉES|PEINTURE|SCULPTURE;;Le temps d’une soirée;Accès gratuit exceptionnel et limité dans le temps;Ministère de la Culture ou opérateur national;;;48.85441,2.363701;48.85441;2.363701;75186;120;Visites virtuelles, ouvrages à découvrir, spectacles filmés, tutoriels vidéo ou encore milliers d'images à consulter... les monuments nationaux mettent à disposition de tous des centaines de contenus adaptés aux petits et grands.;false;false;false;2023-11-02
714;Centre national des arts du cirque;1 rue du cirque;51000;Châlons-en-Champagne;http://cnac.tv;;WebTV;Films, documentaires, vidéos;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;ARTS DU CIRQUE|ARTS DE LA RUE;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;48.951115,4.363012;48.951115;4.363012;51000;120;Un ensemble de 700 extraits vidéo sur le cirque contemporain : spectacles du Centre national des arts du cirque, de compagnies au Festival CIRCa et jeunes artistes au festival CircusNext, présentations de projets de recherche;false;false;false;2023-06-19
723;Centre Pompidou;Place Georges-Pompidou;75004;Paris;https://www.youtube.com/playlist?list=PL5RSjCvtcKQjCPTF08InvZnYkE1hyj_t9;;2 minutes pour tout savoir;Films, documentaires, vidéos;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ|EXPOSITIONS VIRTUELLES;ARTS VISUELS;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;48.860307,2.351132;48.860307;2.351132;75004;10;Des vidéos courtes qui présentent les courants majeurs de l’histoire de l’art du 20e siècle. Du cubisme au Body art en passant par le surréalisme ou encore le Pop art, découvrez, sous le crayon « animé » de Jochen Gerner et au son de la voix de Louise Bourgoin, les courants marquant de l'art moderne et contemporain.;false;false;false;2022-07-19
761;Conseil d'Architecture, d'Urbanisme et de l'Environnement (CAUE) - Paris;153 avenue Jean Lolive;93500;Pantin;https://www.caue-idf.fr/20-voyages-d-architecture;;20 podcasts - Voyages d'architectures en Île-de-France;Audios;Tous publics;AUDIO|RADIO|PODCASTS|RESSOURCES PÉDAGOGIQUES;ARCHITECTURE ET PATRIMOINE;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;48.893483,2.414015;48.893483;2.414015;93500;10;Promenez vos oreilles dans plusieurs lieux emblématiques de la région. Des pavillons aux cités-jardins, des équipements sportifs aux édifices religieux, De Juste Lisch à Patrick Bouchain, en passant par Le Corbusier ou Hector Guimard, découvrez quelques richesses architecturales, urbaines et paysagères de l'Île-de-France.;false;false;false;2025-08-03
778;Domaine national de Chambord;Château de Chambord;41250;Chambord;https://www.chambord.org/fr/decouvrir/pour-les-enfants/activites-a-faire-chez-vous-coronavirus/;Primaire;Imaginez votre propre jardin à la française pour Chambord;Jeux;Enfants;JEUX|CRÉATION ET PRATIQUES ARTISTIQUES;MONUMENTS HISTORIQUES|PARCS ET JARDINS;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;47.615601,1.517827;47.615601;1.517827;41250;60;Et si vous imaginiez votre propre jardin à la française pour Chambord ? Téléchargez sur des planches à imprimer, découper et coller. N'oubliez pas de respecter les grands principes des jardins à la française : géométrie, symétrie et perspective ! Vous pourrez également télécharger des planches de coloriage des jardins, jouer avec la salamandre l’animal-emblème du roi François Ier et bien d'autres activités manuelles.;false;true;false;2024-10-23
857;Institut Français de la Mode;36 Quai d'Austerlitz;75013;Paris;https://www.ifmparis.fr/fr/podcasts;;Podcasts;Audios;Tous publics;AUDIO|RADIO|PODCASTS;LITTÉRATURE|SCIENCES HUMAINES|LANGUES|MODE;;Le temps d’un vrai déjeuner;Accès permanent;Organisme privé;;;48.840322,2.370333;48.840322;2.370333;75013;60;L’Institut Français de la Mode accueille régulièrement des conférences au croisement de multiples univers créatifs (arts, littérature, musique, histoire… mais aussi économie et innovation). Les podcasts de l’Institut Français de la Mode permettent de réécouter les conférences publiques ou réservées aux étudiants qui parlent de culture, de savoir-faire, d’innovation.;false;false;false;2024-05-17
875;L'Astrolabe;Bd Jean Jaurès;45000;Orléans;https://www.lastrolabe.org/astro-tv/;;AstroTV;Concerts, spectacles;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;MUSIQUE|CONCERTS ET OPÉRAS;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;48.681383,6.178359;48.681383;6.178359;45000;10;L'Astrolabe souhaite faire (re)découvrir au public l'exceptionnelle offre musicale numérique proposée par notre Scène de Musiques Actuelles. L’Astrolabe TV concocte des directs lives, des sessions acoustiques, des interviews et des teasers ! Plus qu’une simple vidéothèque, L’Astrolabe Tv c’est aussi un outil d’accompagnement pour les groupes de la Région Centre-Val de Loire, un espace pédagogique aux musiques actuelles et une manière de découvrir Orléans autrement !;false;false;false;2023-06-18
943;Ministère de la Culture;3 rue de Valois;75001;Paris;https://classic.europeana.eu/portal/fr;;Européana;Expos, musées;Tous publics;IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES;ARCHITECTURE ET PATRIMOINE|HISTOIRE|MONUMENTS HISTORIQUES|MUSÉES|PEINTURE|SCULPTURE;;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;48.863666,2.337933;48.863666;2.337933;75001;150;Le projet colossal d'Européana : donner accès à plus de 50 millions de titres numérisés (livres, musique, œuvres d'art et plus encore) par l'intermédiaire d'outils de recherche et de filtres sophistiqués conçus pour vous aider à trouver précisément ce que vous cherchez.;true;false;false;2025-06-29
1082;Muséum d'Histoire naturelle;Place du vieux marché;76600;Le Havre;http://www.museum-lehavre.fr/fr/numeritheque;;Numérithèque;Approfondir ses connaissances;Tous publics;AUDIO|RADIO|PODCASTS;SCIENCES;;Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;49.487638,0.108284;49.487638;0.108284;76600;120;Résumés dessinés, sons/podcasts, vidéos, livres numériques,...;false;false;false;2022-10-09
1146;Radio France;116, avenue du président-Kennedy;75016;Paris;https://www.franceculture.fr/emissions/les-chemins-de-la-philosophie;;Les Chemins de la philosophie;Audios;Tous publics;AUDIO|RADIO|PODCASTS;LITTÉRATURE|SCIENCES HUMAINES|LANGUES;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;48.852149,2.279529;48.852149;2.279529;75016;10;La philosophie est bien plus qu'une discipline. Son but est de transformer la connaissance en art de vivre en considérant comme digne d'intérêt et de réflexion l'existence dans tous ses recoins. Littérature, vie quotidienne, cinéma, musique, actualité, expérience personnelle : la philosophie ne connait ni contraintes, ni limites.;false;false;false;2022-01-09
1347;France Télévisions;7, esplanade Henri-de-France;75015;Paris;https://www.lumni.fr/programme/data-science-vs-fake;;Data science vs Fake;Actualités, débats;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;ÉDUCATION AUX MÉDIAS;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;48.839003,2.270817;48.839003;2.270817;75015;120;Alors que les informations circulent à la vitesse de la lumière sur les réseaux sociaux, cette série de plus de 30 courts modules démêle le vrai du faux, chiffres et graphiques à l'appui, pour mieux analyser et comprendre le monde qui nous entoure.;false;false;false;2022-03-02
1352;Commissariat à l’énergie atomique et aux énergies alternatives (CEA);25 rue Leblanc;75015;Paris;http://www.cea.fr/presse/Pages/actualites-communiques/institutionnel/sciences-a-la-maison.aspx;;Sciences à la maison;Approfondir ses connaissances;Parents / Éducateurs;RESSOURCES PÉDAGOGIQUES;SCIENCES;;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;48.839778,2.273931;48.839778;2.273931;75015;60;En cette période de confinement, et dans le cadre du plan de continuité pédagogique, le CEA vous propose des ressources et activités inédites, gratuites et disponibles en ligne sur de nombreux thèmes et pour tous les âges. C’est le moment de se forger une solide culture scientifique, tout en s’amusant ! ?;false;false;false;2022-06-14
1359;ARTE;8 Rue Marceau;92130;Issy-les-Moulineaux;https://www.arte.tv/fr/videos/RC-017909/a-musee-vous-a-musee-moi/;;A Musée Vous, A Musée Moi;Films, documentaires, vidéos;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;AUDIOVISUEL|PEINTURE|MUSÉES;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;48.826983,2.271403;48.826983;2.271403;92130;120;"Cette série courte revisite avec humour les tableaux les plus célèbres du monde entier. De Johannes Vermeer et sa ""Jeune fille à la perle"" à la ""Marilyn"" d'Andy Warhol, les personnages de ces toiles de maîtres s'animent au travers de sketchs loufoques et décalés, dans des décors et costumes scrupuleusement reconstitués.	A Musée Vous, A Musée Moi";false;false;false;2023-06-11
1668;MAC VAL - Musée d'art contemporain;Place de la Libération;94400;Vitry-sur-Seine;http://www.macval.fr/Faites-entrer-le-musee-chez-vous;;#culturecheznous / MAC VAL;Expos, musées;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ|AUDIO|RADIO|PODCASTS|RESSOURCES PÉDAGOGIQUES|IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES|JEUX|EXPOSITIONS VIRTUELLES|CRÉATION ET PRATIQUES ARTISTIQUES;MUSÉES|PEINTURE|PHOTOGRAPHIE|SCULPTURE;SOUS-TITRAGE|AUDIODESCRIPTION (AD);Toute une vie ne suffit pas;Accès permanent;Collectivité territoriale;;;48.792821,2.387072;48.792821;2.387072;94400;150;"Découvrez le MAC VAL - Musée d'art contemporain du Val-de-Marne en le faisant&nbsp;entrer chez vous : Découverte ludique des expositions, découverte d'ateliers d'artistes, visites botaniques, mais aussi les chaînes Viméo et Youtube du MAC VAL.&nbsp;";true;false;true;2023-10-06
2145;Les Trois Baudet;64 bd de Clichy;75018;Paris;https://www.youtube.com/watch?v=Eyb7tATA97g&list=PLisMQd2o69OxVwqlyKXyI_wxkqm_DjkdG;;Avant l'après;Concerts, spectacles;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;MUSIQUE|CONCERTS ET OPÉRAS;;Le temps d’une soirée;Accès permanent;Organisme privé;;;48.881706,2.328371;48.881706;2.328371;75018;120;"Les Trois Baudets propose une série de&nbsp; concerts&nbsp; à (re) découvrir gratuitement sur Youtube. 18 artistes : Baptiste W. Hamon, Brisa Roché, Ignacio Maria Gomez, Fils Cara, Mauvais Œil, Süeür, Bernard Werber, HK, Laura Cahen, Iconopop (avec Mathias Malzieu), Clara Ysé, Petit Prince, Pascal Parisot …";false;false;false;2022-12-02
2195;France Télévisions;7 esplanade Henri-de-France;75015;Paris;https://www.france.tv/slash/youtubeurs-les-risques-du-metier/;;YouTubeurs, les risques du métier (Slash);Films, documentaires, vidéos;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;ÉDUCATION AUX MÉDIAS;SOUS-TITRAGE (ST);Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;48.839003,2.270817;48.839003;2.270817;75015;10;Loin du mythe du YouTubeur adoslescent devenu millionaire en tournant des vidéos seul dans sa chambre ou du succès de quelques YouTubeurs stars, cette websérie documentaire de 5 épisodes aborde la réalité et les difficultés du quotidien de la majorité des jeunes créateurs de contenus pour cette plate-forme.;false;false;true;2025-03-22
2358;Bibliothèque nationale de France;Quai François Mauriac;75013;Paris;https://fantasy.bnf.fr/fr/jouer/;;Le Royaume d’Istyald;Jeux;Tous publics;JEUX;ARTS NUMÉRIQUES|HISTOIRE;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;48.833194,2.378216;48.833194;2.378216;75013;60;Un jeu vidéo d'aventure narratif immersif. Richement illustrée, cette histoire non linéaire permet au joueur d'explorer le monde merveilleux d’Istyald à la rencontre de ses créatures étranges, et de sauver l'Arbre du savoir, source originelle de sagesse et de connaissance.;false;false;false;2023-12-16
2445;Institut français;8 – 14 rue du Capitaine Scott 75015 Paris;75015;Paris;https://culturegamer.fr/;;Culture gamer;Jeux;Tous publics;JEUX;ARTS NUMÉRIQUES|ARTS VISUELS|AUDIOVISUEL|HISTOIRE|SCIENCES;;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;48.854436,2.293895;48.854436;2.293895;75015;150;Le site culturegamer.fr promeut les créations et les acteurs du jeu vidéo français indépendant (créateurs, producteurs, éditeurs, écoles de formation etc.) et valorise la diversité et la qualité des réalisations de ce secteur, ainsi que l’excellence française dans ce domaine.;true;false;false;2022-11-09
2461;Chaine YouTube;Non spécifié;75000;Paris;https://www.youtube.com/c/AudeWTFake/featured;;Aude WTFake;Films, documentaires, vidéos;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;ÉDUCATION AUX MÉDIAS;;Le temps d’une soirée;Accès permanent;Organisme privé;;;48.858388,2.35045;48.858388;2.35045;75000;120;"La chaine Youtube de la journaliste Aude Favre qui démonte&nbsp;avec humour depuis plusieurs années des fake news et théories complotistes.";false;false;false;2025-08-16
2507;musées de Soissons;9 rue Saint-Jean;02200;Soissons;https://my.matterport.com/show/?m=a16QJE2LzHf;;Matières contemporaines - visite virtuelle;Expos, musées;Tous publics;RESSOURCES PÉDAGOGIQUES|EXPOSITIONS VIRTUELLES;ARCHITECTURE ET PATRIMOINE|ART URBAIN (GRAPH|HIP HOP|STREET ART…)|ARTS VISUELS|MUSÉES|PEINTURE|PHOTOGRAPHIE|SCULPTURE;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;49.376206,3.323052;49.376206;3.323052;2200;60;Visite du nouvel accrochage permanent des collections d'art contemporain intitulé Matières contemporaines (Soissons, Arsenal Saint-Jean, depuis le 15 juillet 2020). Contenus accessibles en cliquant sur les tags. Dossier pédagogique disponible sur la page dédiée (#culturecheznous);false;false;false;2024-12-19
2515;Musées de la Ville de Strasbourg;2 place du chateau;67000;Strasbourg;https://www.youtube.com/channel/UC7CuulGLsa1bF19iKSAeM4w;;Chaîne YouTube des Musées de Strasbourg;Expos, musées;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ|EXPOSITIONS VIRTUELLES;ARCHÉOLOGIE|ARCHITECTURE ET PATRIMOINE|ARTS DÉCORATIFS|DESIGN|MÉTIERS D’ART|ARTS VISUELS|HISTOIRE|MONUMENTS HISTORIQUES|MUSÉES|PEINTURE|SCULPTURE;SOUS-TITRAGE;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;48.581237,7.752004;48.581237;7.752004;67000;10;Collections thématiques, expositions, conférences, les 10 Musées et l'Aubette 1928, monument historique, constituent l'un des plus grands réseaux de musées français. Une force qui prend une dimension encore plus significative lorsqu'elle est accessible, partagée et appropriée par tous. Bienvenue sur la chaîne YouTube des Musées de la Ville de Strasbourg !;false;false;true;2022-11-20
2516;Institut Français;8-14 rue du Capitaine Scott;75015;Paris;https://www.europeanfilmfactory.eu/;;European Film Factory - Plateforme européenne d'éducation au cinéma;Films, documentaires, vidéos;Parents / Éducateurs;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ|RESSOURCES PÉDAGOGIQUES;CINÉMA|ÉDUCATION ARTISTIQUE ET CULTURELLE|ÉDUCATION AUX MÉDIAS;;Le temps d’un week-end;Accès permanent;Ministère de la Culture ou opérateur national;;;48.854436,2.293895;48.854436;2.293895;75015;2880;European Film Factory permet à des élèves européens de 11 à 18 ans et à leurs professeurs d’accéder gratuitement et de manière sécurisée à un catalogue en ligne de films du patrimoine cinématographique européen. La plateforme propose une pédagogie innovante, interactive et transversale grâce à des guides pédagogiques clés-en-main qui accompagnent les films et des outils interactifs accessibles aux professeurs comme aux élèves pour créer des extraits et des cartes mentales. Via leur compte, les élèves ont la possibilité de découvrir et s’approprier les films en classe comme à la maison. European Film Factory est un projet européen, soutenu par le programme MEDIA d’Europe Créative, dont l’Institut français est le chef de file en partenariat avec ARTE Éducation et European Schoolnet.;true;false;false;2025-04-04
2552;RFI;80, rue Camille Desmoulins;92130;Issy-les-Moulineaux;https://www.rfi.fr/fr/podcasts/40-ans-rap-fran%C3%A7ais/;;40 ans de rap français;Audios;Tous publics;AUDIO|RADIO|PODCASTS;ART URBAIN (GRAPH|HIP HOP|STREET ART…);;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;48.829411,2.264059;48.829411;2.264059;92130;120;"Grande série dédiée au rap, né dans les ghettos new-yorkais et devenu la musique la plus écoutée à travers le monde. De la Zulu Nation à Jul, du terrain vague de la Chapelle à l’ère de la trap, neuf épisodes sur l’odyssée du mouvement hip-hop observée depuis la France, la Belgique, le Québec et la Suisse.


Une série écrite et présentée par Éric Metzger et Quentin Margot et avec Juliette Fievet.";false;false;false;2024-02-18
2672;Musée de Grenoble;5 Place Lavalette;38000;Grenoble;https://www.museedegrenoble.fr/1901-toute-l-actualite.htm?keywords=&thematique=60&idtf=1901&Find=Trouver;;L'oeuvre à la loupe;Expos, musées;Tous publics;RESSOURCES PÉDAGOGIQUES|IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES;ARTS VISUELS|MUSÉES|PEINTURE|PHOTOGRAPHIE|SCULPTURE;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;45.194385,5.732369;45.194385;5.732369;38000;10;Découvrez chaque mois en détail une nouvelle œuvre des collections du Musée de Grenoble.;false;false;false;2022-02-16
2688;Institut de France;23 Quai de Conti;75006;Paris;https://www.france-memoire.fr;;France mémoire;Approfondir ses connaissances;;RESSOURCES PÉDAGOGIQUES|IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES;ARCHITECTURE ET PATRIMOINE|ARCHIVES|ARTS VISUELS|LITTÉRATURE|SCIENCES HUMAINES|LANGUES|MONUMENTS HISTORIQUES;;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;48.85729,2.337355;48.85729;2.337355;75006;150;L'institut de France propose sur le site France mémoire des dossiers sur les grands anniversaires de l'histoire de France. De la science à la politique, en passant par les arts et la littérature, les commémorations nationales sont l'occasion de diffuser de nombreux savoirs. Chaque dossier fait appel aux compétences de spécialistes, afin de diffuser une information de qualité.;true;false;false;2024-10-08
573;ADEC-Maison du Théâtre Amateur;45 rue Papu;35000;Rennes;https://www.youtube.com/playlist?list=PLad5nroESouc4kmRs8BmGscLIcfECmUnY;;Bibliofil : journées confinées, lectures partagées !;Partager ses passions;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ|AUDIO|RADIO|PODCASTS;LITTÉRATURE|SCIENCES HUMAINES|LANGUES;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme privé;;;48.110768,-1.69391;48.110768;-1.69391;35000;10;Amateurs de théâtre et de littérature, lisez à voix haute des textes du domaine public et partagez-les. Un extrait de dix minutes, lu seul ou accompagné, dans votre salon, votre cuisine, votre salle de bain, votre garage, simple ou décalé. Les auteurs contemporains et traducteurs peuvent aussi lire leurs textes.;false;false;false;2023-07-09
591;Archives départementales - Côte-d'Or;8, rue Jeannin;21000;Dijon;https://archives.cotedor.fr/v2/site/AD21/Rechercher/Recherche_thematique;;Archives thématiques;Approfondir ses connaissances;Tous publics;IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES;ARCHIVES;;Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;47.322289,5.04398;47.322289;5.04398;21000;120;Naviguez parmi les archives en ligne : iconographie, première guerre mondiale, généalogie, archives contemporaines, ...;false;false;false;2023-07-27
652;Association des conservateurs des musées des Hauts-de-France;23 grand place;59100;Roubaix;https://webmuseo.com/ws/musenor/app/collection/expo/1;;Musenor;Expos, musées;Tous publics;IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES;ARCHITECTURE ET PATRIMOINE|HISTOIRE|MUSÉES|PEINTURE|SCULPTURE;;Le temps d’un vrai déjeuner;Accès permanent;Organisme privé;;;50.691777,3.173756;50.691777;3.173756;59100;60;Découvrez les collections des musées de la région Hauts-de-France à travers des parcours thématiques. Une façon originale et transversale d'approcher les oeuvres conservées dans la région.;false;false;false;2024-07-19
679;Bibliothèque nationale de France (BNF);Quai François Mauriac;75706;Paris;https://gallica.bnf.fr/;;Gallica;Livres;Tous publics;LIVRES NUMÉRIQUES;LITTÉRATURE|SCIENCES HUMAINES|LANGUES;;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;48.833194,2.378216;48.833194;2.378216;75706;150;Gallica, la bibliothèque numérique de la Bibliothèque nationale de France et de ses partenaires. En ligne depuis 1997, elle offre aujourd’hui accès à plusieurs millions de documents (livres téléchargeables gratuitement);true;false;false;2023-12-18
1104;Opéra national de Lyon;Place de la comédie;69001;Lyon;https://www.opera-lyon.com/fr/mediatheque;;La médiathèque;Approfondir ses connaissances;Tous publics;IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES;DANSE|MUSIQUE|CONCERTS ET OPÉRAS;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;45.767723,4.836011;45.767723;4.836011;69001;10;La médiathèque vous offre vidéos et photos pour vous donner un tour d’horizon des œuvres présentées à l’Opéra de Lyon.;false;false;false;2022-11-15
2392;Site archéologique Lattara-musée Henri Prades;390 route de Pérols;34920;Lattes;https://mpembed.com/show/?m=9sKQoeFb5iG&mpu=575&mpv=1&ts=2;;"Visite virtuelle de l'exposition ""En route! La voie Domitienne du Rhône aux Pyrénées""";Expos, musées;Tous publics;EXPOSITIONS VIRTUELLES;ARCHÉOLOGIE;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;43.566469,3.908449;43.566469;3.908449;34920;60;"En attendant la réouverture du musée, nous vous proposons de découvrir l'exposition ""En route ! La voie Domitienne du Rhône aux Pyrénées"" grâce à une visite virtuelle. Une exposition co-produite par la Drac Occitanie / Service régional de l'archéologie et le Site archéologique Lattara-musée Henri Prades.";false;false;false;2023-09-21
2581;Bibliothèques et médiathèques intercommunales de la Communauté d'agglomération d'Épinal;48 rue Saint Michel;88000;Épinal;https://www.youtube.com/channel/UCuuMS12gQtKD47Lk786BvnQ;;La chaîne YouTube des bibliothécaires de la Communauté d'agglomération d'Épinal;Livres;Tous publics;VIDÉO|FLUX EN DIRECT|PROGRAMMES EN DIFFÉRÉ;BANDE DESSINÉE|LITTÉRATURE|SCIENCES HUMAINES|LANGUES;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;48.177807,6.457827;48.177807;6.457827;88000;10;Retrouvez en vidéo les coups de cœurs et conseils de lecture des bibliothécaires de la Communauté d'agglomération d'Épinal.;false;false;false;2024-09-14
590;Archives départementales - Cher;12, rue de Lazenay;18000;Bourges;http://www.archives18.fr/article.php?larub=532&titre=espace-culturel-et-pedagogique;;Espace culturel et pédagogique;Approfondir ses connaissances;Parents / Éducateurs;RESSOURCES PÉDAGOGIQUES;ARCHIVES;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;47.071998,2.398511;47.071998;2.398511;18000;60;Dossier pédagogiques, expositions à emprunter, expositions virtuelles;false;false;false;2022-06-27
592;Archives départementales - Creuse;30bis rue Franklin Roosevelt;23000;Guéret;https://archives.creuse.fr/r/12/decouvrir/;;Archives en ligne;Approfondir ses connaissances;Tous publics;IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES;ARCHIVES;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;46.171658,1.880891;46.171658;1.880891;23000;60;Nombreuses ressources permettant d'écrire l'histoire du territoire et de ses habitants, par la mise en ligne de nombreux fonds numérisés (plus de 4,5 millions d’images d’état civil, presse ancienne, photographies...). Les expositions réalisées par le service, et les ressources pédagogiques associées, sont aussi disponibles, ainsi que des dossiers historiques.;false;false;false;2024-09-25
595;Archives départementales - Haute-Garonne;11 boulevard Griffoul-Dorval;31400;Toulouse;https://archives.haute-garonne.fr/expositions/liste/n:257;;Expositions virtuelles;Expos, musées;Tous publics;EXPOSITIONS VIRTUELLES;ARCHIVES;TRANSCRIPTION TEXTUELLE|AUDIODESCRIPTION (AD)|JEU UTILISANT DU HTML|NAVIGATION AU CLAVIER|FACILE À LIRE ET À COMPRENDRE (FALC);Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;43.589564,1.460817;43.589564;1.460817;31400;60;4 expositions virtuelles créées à partir de différents documents écrits ou illustrés issus des fonds des Archives autour de thèmes variés en rapport avec l’histoire locale;false;false;true;2022-12-27
608;Archives départementales - Lot;Conseil départemental du Lot Avenue de l'Europe - Regourd BP 291;46005;Cahors;https://archives.lot.fr/r/24/expositions-virtuelles/;;Expositions virtuelles (archives en ligne);Approfondir ses connaissances;Tous publics;IMAGES|COLLECTIONS NUMÉRISÉES|BASES DE DONNÉES|EXPOSITIONS VIRTUELLES;ARCHIVES;;Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;48.728285,2.256106;48.728285;2.256106;46005;120;Partez à la découverte virtuelle de personnalités ayant eu un rapport avec le Lot ou de thématiques ciblées à partir d'une sélection de documents figurés extraits de fonds ou collections conservés aux Archives : photographies, cartes postales, cartes et plans…;false;false;false;2024-04-17
